star_ID  ;prio;sys            ;R.A.[deg];R.A.[min] ;R.A.[sec]  ;DEC [deg];DEC [amin];DEC [arcs]  ;dist [pc]         ;magV     ;magJ ;magH ;magK ;spT   ;Teff ;Teff_e;met  ;mass ;mass_e;lum    ;lum_e;R*   ;R*_e;vsini ;vsini_e;logg;logg_e;age  ;age_e;Protmax;Protmax_e;Prot;Prot_e;i*;i*_e;i_dd  ;i_dd_e;Prot_d;Prot_d_e;dd_t1;dd_l1;dd_r1;dd_l2;RV_Prec(390-870) 10m;RV_Prec(390-870) 30m;HZ Rin;HZ Rout;P(HZ);mdl(hz) 30min;Notes RL;Notes MH
HD203608;1;Unknown system ;21;26;26.605;-65;21;58.313;9.258;4.21;3.34;2.992;2.969;F9 V;6190;70;-0.62;1.13;0.05;1.475;0.009;1.057;0.008;-999;-999;3.63;0.24;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.65;0.38;1.16;1.67;578.33;5.36;;
HD204587;0;Unknown system ;21;30;2.756;-12;30;36.245;17.722;9.075;6.656;6.656;5.881;K7 V;4151;70;-999;0.66;0.04;0.1283;0.0007;0.693;0.004;-999;-999;4.46;0.04;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.59;0.34;0.34;0.49;120.19;1.99;;
HD205390;0;Unknown system ;21;36;41.244;-50;50;43.388;14.815;7.14;5.518;5.137;4.97;K1 V;5161;70;-0.18;0.8;0.02;0.31;0.002;0.74;0.037;2.7;3.0;4.702;0.08;-999;-999;13.88;15.44;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.29;0.17;0.56;0.81;231.51;1.4;-999;
HD206860;2;Multiple system;21;44;31.330;14;46;18.983;18.133;5.96;4.793;4.598;4.559;G0 V;6040;70;-0.06;1.07;0.02;1.147;0.006;0.979;0.005;-999;-999;4.27;0.13;400;100;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;80;8.6e-06;13;-999;0.52;0.30;1.02;1.47;490.5;3.86;HWO target candidate, PMS star 400 Myr;
HD207129;0;Single system  ;21;48;15.751;-47;18;13.018;15.559;5.57;4.72;4.306;4.236;G2 V;5880;70;0.0;1.06;0.04;1.219;0.008;1.062;0.008;3.9;2.0;4.38;0.1;3000;1000;13.79;7.07;-999;-999;-999;-999;60.7;1.0;12.03;6.17;44.6;9.1e-05;43;0;0.20;0.11;1.05;1.51;513.74;1.43;HWO target candidate;
HD209100;0;Multiple system;22;3;21.654;-56;47;9.522;3.638;4.69;2.894;2.349;2.237;K5 V;4680;70;-0.18;0.75;0.02;0.213;0.001;0.687;0.005;2.49;1.58;4.48;0.02;-999;-999;13.97;8.87;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.08;0.05;0.43;0.62;160.43;0.35;-999;Triple star system (Eps Ind) and one known planet, eps Ind A b at 16510d, 3.25Mj (Feng et al 2019, astrometry). 4514 obs over 137 nights!! Clear offset pre/post. Unbinned shows strong power at 1d, probably aliasing from the time series? Removing one supersampled night, lots of power in all the periodograms form 1-100d, RMS 8.94 - 2.62 m/s removing a linear trend. Binned periodograms show some power around ~280d in RV and act ind
HD210027;3;Multiple system;22;7;0.666;25;20;42.356;11.904;3.77;2.95;2.729;2.5;F5 V;6460;70;-0.09;1.32;0.05;3.55;0.03;1.51;0.01;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.13;0.65;1.79;2.58;1026.8;12.32;Spectroscopic Binary and too far north;
HD210302;2;Unknown system ;22;10;8.780;-32;32;54.270;18.458;4.92;3.93;3.639;3.704;F6 V;6380;20;0.09;1.3;0.05;2.9;0.02;1.39;0.01;-999;-999;4.02;0.07;2239;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.62;0.94;1.62;2.33;889.11;16.81;mdl(hz) > 10mE;
HD211415;0;Multiple system;22;18;15.613;-53;37;37.467;14.066;5.39;4.426;3.925;3.913;G0 V;5670;70;-0.21;1.01;0.03;1.215;0.009;1.143;0.008;-999;-999;4.05;0.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.16;0.10;1.05;1.51;526.3;1.27;-999;
HD211970;0;Unknown system ;22;22;16.206;-54;33;38.204;13.130;8.98;6.462;5.842;5.663;K7 V;4138;70;-999;0.63;0.02;0.0835;0.0004;0.562;0.003;-999;-999;4.47;0.03;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.57;0.33;0.27;0.40;89.22;1.69;-999;One known planet, b at 25d, 13Mearth. Only 6 obs over 4 years
HD212330;3;Multiple system;22;24;56.369;-57;47;50.841;20.340;5.31;4.318;3.889;3.852;G2 V;5700;70;0.06;1.12;0.13;2.72;0.02;1.69;0.01;-999;-999;3.79;0.12;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.16;0.09;1.57;2.26;914.58;1.47;"HWO target candidate, WDS comp. at 0.9""";
HIP110778;3;Multiple system;22;26;34.300;-16;44;29.720;19.414;6.213;4.129;4.2;4.102;G2 V;6000;100;-0.18;1.13;0.1;1.98;0.08;1.23;0.07;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.27;0.16;1.26;1.82;656.63;2.36;Spectroscopic Binary;
HD213042;0;Unknown system ;22;29;15.236;-30;1;6.264;15.710;7.645;5.769;5.285;5.115;K4 V;4630;70;-0.18;0.76;0.02;0.257;0.002;0.786;0.006;1.47;1.21;4.47;0.03;-999;-999;27.08;22.29;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.33;0.19;0.48;0.69;187.46;1.41;-999;Rv signal at ~70d, not much in act ind - worth fitting out? -> 70.6d, 28Me, rms 2.45
HD213845;2;Multiple system;22;34;41.636;-20;42;29.577;23.020;5.21;4.532;4.266;4.327;F7 V;6590;70;0.03;1.33;0.05;3.49;0.03;1.43;0.01;23.85;1.325;4.07;0.06;85;65;3.04;0.17;-999;-999;-999;-999;-999;-999;-999;-999;80;3.4e-06;27;-999;2.76;1.59;1.77;2.56;1008.9;30.11;vsin(i)~24km/s, mdl(hz) > 10mE;
HD214749;0;Unknown system ;22;40;43.384;-29;40;28.124;13.276;7.83;5.773;5.261;5.039;K4.5 V;4496;70;0.06;0.72;0.02;0.176;0.001;0.692;0.005;-999;-999;3.15;0.32;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.35;0.20;0.40;0.58;147.64;1.33;-999;
HD216803;3;Multiple system;22;56;24.053;-31;33;56.031;7.602;6.48;4.533;3.804;3.805;K4 V;4632;70;-0.16;0.73;0.02;0.188;0.001;0.673;0.003;2.71;1.65;-999;-999;400;50;12.58;7.66;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.19;0.11;0.41;0.59;151.14;0.74;PMS star <500Myr;Most of the 217 obs are on one night! But binning those, RMS is still high
HD217357;0;Unknown system ;23;0;16.122;-22;31;27.650;8.232;7.88;5.346;4.696;4.478;K7 V;4076;70;-0.22;0.63;0.02;0.094;0.0006;0.615;0.003;7.32;0.407;4.48;0.01;-999;-999;4.25;0.24;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.33;0.19;0.29;0.42;97.33;1;-999;
HD218511;0;Single system  ;23;9;40.951;-67;43;58.158;14.838;8.29;6.084;5.46;5.325;K6 V;4380;70;-0.1;0.7;0.02;0.156;0.002;0.687;0.006;1.5;1.5;4.34;0.18;1000;400;23.19;23.19;-999;-999;-999;-999;-999;-999;-999;-999;60;2.2e-05;8.7;-999;0.46;0.26;0.38;0.54;136.2;1.65;-999;
HD219482;3;Multiple system;23;16;57.687;-62;0;4.312;20.443;5.647;5.1;4.606;4.437;F6 V;6260;70;-0.1;1.11;0.05;1.9;0.01;1.174;0.009;8.78;0.44;-999;-999;430;200;6.77;0.34;-999;-999;-999;-999;66.3;19.8;6.2;2.32;83;2.65e-05;15.6;-999;1.63;0.94;1.31;1.89;701.61;13.98;PMS star <100Myr;
HD219571;3;Multiple system;23;17;25.756;-58;14;8.525;22.686;3.98;3.316;3.077;3.043;F4 V;6720;70;-0.21;1.6;0.2;11.2;0.2;2.47;0.04;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.89;1.09;3.19;4.59;2215.4;30.35;overluminous, too hot and massive;
HD219764;0;Unknown system ;23;19;5.399;-60;31;14.386;19.754;8.93;6.742;6.193;6.035;K5 V;4427;70;-999;0.7;0.02;0.1516;0.0008;0.662;0.004;-999;-999;4.43;0.07;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.59;0.34;0.37;0.53;131.78;2.13;;
HD220339;0;Unknown system ;23;23;4.895;-10;45;51.278;19.170;7.796;6.201;5.74;5.591;K2 V;4950;70;-0.32;0.8;0.02;0.293;0.002;0.735;0.005;1.93;1.39;4.46;0.03;-999;-999;19.28;13.89;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.35;0.20;0.51;0.74;201.77;1.58;-999;Hint of RV signal around 250d? Low RMS, 1.66 m/s. Some peaks in Halpha but otherwise quite good
HD221503;3;Multiple system;23;32;49.398;-16;50;44.321;14.549;8.59;6.236;5.607;5.473;K6 V;4242;70;0;0.67;0.02;0.1312;0.0007;0.671;0.003;5.9;2.4;-999;-999;85;65;5.76;2.34;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.49;0.28;0.34;0.50;121.45;1.66;PMS star <100Myr;Nothing at all in periodograms, yet scatter high RMS 15.84m/s
HD222237;0;Unknown system ;23;39;37.387;-72;43;19.755;11.445;7.09;5.249;4.745;4.581;K3 V;4760;70;-0.33;0.76;0.02;0.225;0.002;0.698;0.006;1.28;1.13;3.92;0.25;-999;-999;27.61;24.38;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.25;0.14;0.45;0.65;170.89;1.01;-999;"RV and activity peaks at 100d, 100d; high RMS"
HD222335;0;Unknown system ;23;39;51.306;-32;44;36.264;18.275;7.191;5.786;5.332;5.265;G9 V;5387;70;-0.19;0.88;0.02;0.425;0.002;0.748;0.004;0.6;0.77;4.46;0.04;-999;-999;63.13;81.02;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.33;0.19;0.62;0.89;255.42;1.73;-999;Weak 60d peak in RVs, some in act ind close to that but not significant
HD222368;1;Multiple system;23;39;57.041;5;37;34.654;13.654;4.13;3.299;2.988;2.946;F7 V;6240;70;-0.11;1.18;0.07;3.48;0.02;1.6;0.01;-999;-999;3.97;0.11;5000;2000;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;90;3.1e-06;17;-999;0.75;0.44;1.78;2.56;1074.8;7.86;;
