star_ID  ;prio;sys            ;rad;ram ;ras ;ded;dem;des  ;dis          ;magV     ;magJ ;magH ;magK ;spT   ;Teff ;Teff_sig;met  ;mass ;mass_sig;lum    ;lum_sig;rad   ;rad_sig;vsini ;vsini_sig;logg;logg_sig;age  ;age_sig;Prot;i_star;dd_t1;dd_l1;dd_r1;dd_l2;i_dd  ;i_dd_sig;RV_Prec(390-870) 10m;RV_Prec(390-870) 30m;HZ Rin;HZ Rout;P(HZ);mdl(hz) 10min;mdl(hz) 30min;Notes RL;Notes MH
HD35296;2;Multiple system;5;24;25.463;17;23;0.726;14.5792147052;5.0;4.431;4.029;4.038;F8 V;6200;70;-0.02;1.18;0.05;1.78;0.01;1.16;0.01;-999;-999;4.24;0.08;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.97;0.56;1.27;1.83;648.84;43.92;25.35;BY Dra variable, mdl(hz) > 10mE;
HD35650;3;Unknown system ;5;24;30.170;-38;58;10.747;17.4609660105;9.08;6.702;6.105;5.921;K2;4224;70;0;0.67;0.02;0.1259;0.0007;0.662;0.004;4.0;2.0;-999;-999;50;-999;9.8;90;46;0.00011;13;-999;89;4;0.60;0.35;0.34;0.49;119.29;10.59;6.18;PMS star <100Myr;No signals, but high RMS
HD35854;0;Unknown system ;5;26;14.738;-32;30;17.138;17.8616720668;7.711;6.014;5.492;5.386;K2.5 V;4848;90;-0.08;0.79;0.02;0.284;0.002;0.755;0.005;1.87;1.37;4.47;0.03;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.34;0.20;0.51;0.73;200.61;7.97;4.69;-999;No signal in RVs, low RMS 1.23 m/s. Some signal around 40d in act ind
HD36435;0;Unknown system ;5;27;39.352;-60;24;57.586;19.4790901707;6.983;5.704;5.342;5.2;G5 V;5590;70;-0.04;0.94;0.05;0.539;0.004;0.783;0.005;3.7;1.9;4.45;0.04;-999;-999;-999;64;700;0.0004;0.1;-999;-999;-999;0.33;0.19;0.70;1.01;297.83;9.9;5.7;-999;
HD36003;0;Unknown system ;5;28;26.096;-3;29;8.398;12.9282649363;7.65;5.615;5.111;4.88;K5 V;4438;70;-0.09;0.72;0.02;0.198;0.002;0.754;0.005;5.0;2.24;4.45;0.04;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.33;0.19;0.42;0.61;159.08;6.73;3.87;-999;Peaks in RV, act ind at ~400d, 1000d
HD36705;3;Multiple system;5;28;44.871;-65;26;55.199;14.8515366142;6.88;5.316;4.845;4.686;K1 III;5430;70;-0.36;0.84;0.04;0.495;0.005;0.795;0.004;40.555;2.253;-999;-999;87.5;12.5;-999;-999;940;0.0029;62;-999;-999;-999;0.31;0.18;0.67;0.96;293.21;8.59;4.99;"PMS star <100Myr, clos vis. comp. at 0.2""";
HD274255;2;Unknown system ;5;30;14.004;-42;41;50.380;19.1584460968;9.706;7.149;6.47;6.269;M0 V;4100;70;-999;0.63;0.02;0.0964;0.0007;0.616;0.008;2.0;1.5;4.4;0.08;-999;-999;-999;53;49;0.00019;10;-999;-999;-999;0.77;0.45;0.30;0.43;101.47;12.36;7.22;has 2 transiting sub-neptunes from TESS, TOI-2540, mdl(hz) > 10mE;Only 6 obs, over 11 years. RMS = 5.73 m/s, but looks like linear trend. Removing the linear, RMS 1.5. M dwarf according to Simbad!
HD39091;0;Unknown system ;5;37;9.886;-80;28;8.835;18.2873862753;5.65;4.869;4.424;4.241;G0 V;5970;70;0.09;0.96;0.1;1.532;0.009;1.155;0.009;-999;-999;4.05;0.1;6040;-999;-999;-999;45.7356;1.56307e-06;214.0572252612;-999;-999;-999;0.21;0.12;1.18;1.69;640.8;8.25;4.72;HWO target candidate;
HD38392;2;Multiple system;5;44;26.537;-22;25;18.615;8.89156821478;6.15;4.845;4.158;4.13;K3;5730;70;0.04;0.99;0.02;0.844;0.007;0.932;0.007;-999;-999;4.47;0.03;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.24;0.14;0.87;1.26;403.45;8.25;4.81;BY Dra variable;
HD38393;2;Multiple system;5;44;27.791;-22;26;54.188;8.90503668875;3.59;2.804;2.606;2.508;F6 V;6370;70;-0.05;1.23;0.05;2.39;0.02;1.269;0.01;-999;-999;4.16;0.09;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.86;0.50;1.47;2.12;791.99;42.78;24.87;mdl(hz) > 10mE;
HD38858;2;Single system  ;5;48;34.940;-4;5;40.722;15.2103746924;5.97;4.83;4.595;4.405;G2 V;5830;70;-0.44;1.0;0.03;0.84;0.005;0.9;0.006;1.38;1.17;4.38;0.1;3200;-999;-999;-999;51.7;7.6e-05;26.1;0;-999;-999;0.23;0.13;0.87;1.26;401.42;7.95;4.49;-999;Strong signal at ~350d in RVs and all activity indicators!
HD40307;0;Unknown system ;5;54;4.241;-60;1;24.493;12.9322440935;7.17;5.412;4.968;4.793;K2.5 V;4940;70;-0.3;0.78;0.02;0.254;0.002;0.687;0.002;5.0;2.24;4.0;0.2;7000;4200;-999;-999;70;8E-06;9;-999;-999;-999;0.26;0.15;0.48;0.69;185.04;5.88;3.39;-999;"This is HD40307, 4/5-planet system! b 4d, 4Me; c 9.62, 6.6Me; d 20d, 9Me; f 51d, 5Me; g (controversial) 197d, 7Me"
HD41593;0;Multiple system;6;6;40.478;15;32;31.579;15.7712537358;6.539;5.317;4.942;4.822;K0 V;5320;70;0.19;0.88;0.02;0.47;0.006;0.808;0.007;2.4;1.55;3.92;0.16;-999;-999;-999;44;-999;-999;-999;-999;-999;-999;0.24;0.14;0.65;0.94;275.99;6.72;3.92;-999;10 points (2/night). No signals, but high RMS 16.25m/s
HD43834;0;Multiple system;6;10;14.473;-74;45;10.958;10.2128563521;5.08;3.951;3.508;3.446;G7 V;5630;70;0.1;0.97;0.02;0.8342;0.004;0.977;0.006;-999;-999;4.24;0.1;7244;3226;-999;-999;-999;-999;-999;-999;-999;-999;0.14;0.08;0.88;1.27;413.34;4.79;2.73;-999;
HD42807;3;Unknown system ;6;13;12.503;10;37;37.712;18.5993568342;6.43;5.253;5.01;4.849;G5 V;5790;70;-0.1;0.99;0.03;0.82;0.006;0.899;0.007;2.2;1.35;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.28;0.16;0.86;1.24;394.95;9.56;5.46;RS CVn Variable;Linear trend? Or seasonal offset? only three RV points in second half, two scattered RV points in between. The activity indices are also offset, which is suspicious. Looking only at season 1 (plot saved), looks like a very nice half of a Keplerian! Wonder why it wasn't continued properly? -> Could be worth fitting out the RV signal, seeing what it looks like -> Fits to 8d, 0.25Mj - HJ? remaining RMS still a bit high
HD43162;0;Multiple system;6;13;45.295;-23;51;42.972;16.6986724555;6.366;5.129;4.863;4.726;G6.5 V;5460;70;0.01;0.93;0.02;0.708;0.004;0.882;0.005;-999;0.5;4.15;0.08;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.24;0.14;0.75;1.08;331.49;7.41;4.32;-999;
HD43042;2;Multiple system;6;14;50.876;19;9;23.212;21.7763395715;5.2;4.008;3.83;4.129;F5.5 V;6530;70;0.05;1.31;0.05;2.94;0.04;1.34;0.01;-999;-999;4.07;0.06;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;2.49;1.44;1.63;2.35;895.82;134.59;77.83;mdl(hz) > 10mE;
HD43386;2;Multiple system;6;16;26.619;12;16;19.788;19.5879479274;4.916;4.47;4.2;4.25;F5 V;6570;30;-0.03;1.3;0.05;2.96;0.03;1.33;0.01;-999;-999;4.16;0.05;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;2.34;1.35;1.64;2.36;906.05;126.31;72.87;mdl(hz) > 10mE;
HD45088;2;Multiple system;6;26;10.255;18;45;24.761;14.616848549;6.48498;5.209;4.545;4.271;K2 V;4610;70;-0.43;0.81;0.07;0.49;0.004;1.099;0.008;-999;-999;4.34;0.13;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.22;0.11;0.67;0.96;298.59;5.98;2.99;BY Dra variable;No data on exoplanet archive. 8 obs on 4 nights, huge RV variations!
HD49095;2;Multiple system;6;45;22.940;-31;47;37.133;23.9327203366;5.916;4.986;4.806;4.664;F6.5 V;6250;70;-0.16;1.2;0.05;2.05;0.02;1.221;0.01;-999;-999;3.9;0.13;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.78;1.03;1.36;1.96;713.1;84.1;48.67;"Sep. to WDS comp. 1.3"", but B is a very close binary (0.1""), PMaG3 190!";
HD50281;0;Multiple system;6;52;18.051;-5;10;25.366;8.7447214675;6.58;5.013;4.294;4.107;K3.5 V;4590;70;0.05;0.74;0.02;0.214;0.002;0.732;0.006;-999;-999;4.45;0.04;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.20;0.12;0.44;0.63;166.15;4.21;2.53;-999;
HD53143;0;Multiple system;6;59;59.655;-61;20;10.253;18.34014364;6.81;5.459;5.097;4.987;G9 V;5410;70;0.23;0.99;0.02;0.586;0.004;0.871;0.007;3.6;2.0;4.41;0.08;1000;500;9.5;64;73;0.000275;11;0;63.7;3.1;0.28;0.16;0.73;1.05;308.21;8.8;5.03;-999;25 points on 12 nights, no signals in periodograms but high RMS 19.38m/s
HD52698;0;Unknown system ;7;1;13.731;-25;56;55.492;14.7491102599;6.71;5.152;4.845;4.636;K1 V;5150;70;0.14;0.84;0.02;0.449;0.005;0.841;0.007;-999;-999;3.75;0.48;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.23;0.13;0.64;0.92;274.52;6.23;3.52;-999;
HD52919;0;Unknown system ;7;2;42.917;-6;47;57.214;19.1135882321;8.351;6.446;5.867;5.755;K4 V;4650;90;-0.17;0.74;0.02;0.204;0.002;0.696;0.005;2.85;1.7;3.98;0.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.45;0.26;0.43;0.62;161.51;9.39;5.43;-999;Only 7 obs over 3 years, but very low RMS = 0.67 m/s
HD53705;0;Multiple system;7;3;57.315;-43;36;28.926;17.0592570352;5.28;4.405;3.99;4.037;G0 V;5940;70;-0.15;1.07;0.05;1.52;0.03;1.17;0.02;-999;-999;4.34;0.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.17;0.10;1.18;1.70;610.14;7.06;4.16;HWO target candidate;
HD56533;0;Unknown system ;7;13;7.089;-63;20;41.813;19.5871422164;9.079;6.748;6.15;5.99;K6 V;4265;70;0.0;0.68;0.02;0.1495;0.0007;0.708;0.003;-999;-999;4.48;0.02;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.62;0.36;0.37;0.53;133.7;11.48;6.67;;Very flat periodograms, but only 18 observations
HD61606;2;Multiple system;7;39;59.329;-3;35;1.028;14.078102497;7.18;5.493;5.063;4.885;K3 V;4960;70;-0.05;0.8;0.02;0.284;0.002;0.723;0.005;7.15;0.397;4.69;0.08;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.26;0.15;0.51;0.73;199.35;6.13;3.54;BY Dra variable;
HD61606B;0;Multiple system;7;40;2.901;-3;36;13.231;14.086014841;8.93;6.377;5.7;5.568;K7 V;4210;70;-999;0.65;0.04;0.1025;0.0005;0.603;0.005;-999;-999;4.33;0.14;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.57;0.33;0.31;0.44;104.03;9.42;5.45;-999;
HD64379A;2;Multiple system;7;52;15.663;-34;42;19.584;18.327404418;5.12;4.166;-999;3.841;F5 V;6340;70;-0.08;1.24;0.05;2.54;0.05;1.32;0.02;-999;-999;3.74;0.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.61;0.93;1.52;2.18;825.32;81.63;47.16;mdl(hz) > 10mE;
GJ1106;0;Unknown system ;7;57;48.519;-33;57;7.240;19.4183429551;8.824;6.626;6.045;5.909;K4.5 V;4390;70;-999;0.69;0.02;0.164;0.004;0.7;0.01;-999;-999;3.82;1.0;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.56;0.32;0.39;0.56;143.94;10.73;6.13;;
HD65277;0;Multiple system;7;57;57.784;0;48;51.877;17.6549931852;8.077;6.194;5.63;5.511;K4 V;4319;70;-0.26;0.71;0.02;0.199;0.001;0.796;0.005;1.81;1.35;2.03;0.03;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.39;0.23;0.42;0.61;160.2;7.89;4.66;-999;No data on exoplanet archive. Clear linear trend (esp. using ES, which splits the pre and post upgrade datasets - there is an offset). Removing the trend, strong peaks at ~400d, and also in act ind
HD68146;2;Multiple system;8;10;39.826;-13;47;57.142;22.5532538707;5.54;4.143;4.403;4.348;F6.5 V;6360;70;-0.07;1.25;0.05;2.58;0.02;1.322;0.008;-999;-999;4.12;0.07;-999;-999;-999;-999;170;3E-06;4;-999;-999;-999;2.06;1.19;1.53;2.20;832.03;105.3;60.83;mdl(hz) > 10mE;
HD68834;0;Unknown system ;8;14;35.914;13;1;22.175;19.240204331;8.797;6.62;6.04;5.891;K5 V;4450;70;-999;0.7;0.02;0.1614;0.0008;0.677;0.007;-999;-999;4.43;0.06;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.55;0.32;0.38;0.55;138.42;10.5;6.11;;
HD69830;3;Single system  ;8;18;23.947;-12;37;55.817;12.5793600376;5.95;4.953;4.364;4.165;G8 V;5420;70;-0.02;0.9;0.04;0.601;0.002;0.879;0.004;0.72;0.85;-999;-999;6000;2000;-999;-999;470;0.00028;0.27;-999;-999;-999;0.19;0.11;0.74;1.06;328.72;5.72;3.31;Hot and warm Jupiters;"3 planets (Lovis 2006, Rosenthal 2021): b at 8.6d, 10Me; c at 31d, 11Me; d at 197d, 18Me. Strong activity signals at 200d - how robust is d?"
HD72673;2;Unknown system ;8;32;51.496;-31;30;3.065;12.1642662515;6.38;5.333;4.763;4.438;K1 V;5410;70;-0.4;0.87;0.03;0.394;0.002;0.713;0.004;0.5;0.71;4.46;0.04;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.23;0.13;0.60;0.86;244.23;6.14;3.47;-999;Lots of peaks everywhere. 510 obs over 158 nights. Strong signal at ~300d in act ind
HD74576;2;Unknown system ;8;43;18.030;-38;52;56.571;11.1916662377;6.58;4.937;4.441;4.358;K3 V;5031;70;-0.07;0.81;0.02;0.307;0.002;0.729;0.003;7.90;0.439;4.64;0.09;45;5;-999;-999;-999;-999;-999;-999;-999;-999;0.20;0.12;0.53;0.76;210.22;4.84;2.9;77% probability belonging to MG Argus (45Myr);
HD75732;3;Multiple system;8;52;35.811;28;19;50.954;12.5868175742;5.96;4.768;4.265;4.015;K0 V;5260;70;0.3;0.88;0.03;-999;-999;-999;-999;2.17;1.47;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.18;0.10;-999;-999;-999;-999;-999;Eclipsing Binary;This is 55 Cnc, 5-planet system!
HD76151;0;Single system  ;8;54;17.947;-5;26;4.054;16.8465030871;6.0;4.871;4.625;4.456;G2 V;5830;70;0.12;1.07;0.01;0.973;0.006;0.968;0.007;1.06;1.03;4.34;0.1;2000;1000;-999;-999;101;1.43e-05;7;-999;-999;-999;0.23;0.13;0.94;1.35;432.61;8.52;4.82;-999;Only nine observations - could be a high-amplitude curve, could be seasonal offsets? The scatter on the act. ind. is low. Suitable: maybe? would be good to see if anyone else has observed it
HD76653;2;Unknown system ;8;55;11.782;-54;57;56.768;24.3417977878;5.698;5.21;4.743;4.561;F6 V;6430;70;0.01;1.27;0.04;2.5;0.02;1.273;0.01;11.13;0.6;4.1;0.1;700;200;-999;-999;91;1.9e-05;15;-999;-999;-999;2.59;1.50;1.50;2.17;805.62;132.36;76.66;mdl(hz) > 10mE;
GJ333;3;Unknown system ;8;59;31.673;-47;26;9.207;20.8914812896;11.229985;8.757;8.201;7.932;M2;3534;70;-999;0.41;0.02;0.01927;0.0001;0.37;0.002;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.66;0.38;0.13;0.19;36.51;5.66;3.26;labelled as PMS star in Simbad (no age, no MG), but also too faint;Unbinned shows lots of RV and activity peaks at 10-100d, binned no peaks
HD81997;3;Multiple system;9;29;8.931;-2;46;8.182;18.2087340014;4.6;3.91;3.58;3.56;F5 V;6500;70;0.01;1.33;0.05;3.71;0.07;1.52;0.02;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.79;1.04;1.83;2.64;1058.2;103.3;60.03;Spectroscopic Binary;
HD82106;0;Unknown system ;9;29;54.825;5;39;18.473;12.7886232408;7.2;5.429;5.002;4.788;K3 V;4950;70;-0.04;0.78;0.03;0.224;0.001;0.642;0.004;-999;-999;4.46;0.04;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.27;0.15;0.45;0.65;168.68;5.92;3.29;-999;
HD82342;0;Multiple system;9;30;28.088;-32;6;12.253;19.6298979049;8.319;6.492;5.975;5.809;K3.5 V;4710;70;-999;0.75;0.02;0.223;0.003;0.708;0.007;2.29;1.51;2.61;0.38;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.45;0.26;0.45;0.65;172.02;9.68;5.59;-999;No data on exoplanet archive. Nothing in RVs, low RMS (1.78 m/s). Some hints around 80-100 d in Halpha, NaD2, but not highly significant
HD82558;3;Single system  ;9;32;25.568;-11;11;4.692;18.2694450839;7.82;6.075;5.596;5.449;K1 V;4790;100;0.33;0.8;0.04;0.278;0.004;0.764;0.007;30.4;5.5;-999;-999;43;33;-999;-999;-999;-999;-999;-999;-999;-999;0.37;0.21;0.50;0.72;194.55;8.65;4.91;PMS star <100Myr;No signals in periodograms, but huge scatter! And fast rotator
HD84117;2;Unknown system ;9;42;14.416;-23;54;56.042;14.9515495038;4.94;4.08;3.73;3.722;F9 V;6220;70;-0.09;1.2;0.05;1.96;0.01;1.204;0.008;-999;-999;4.03;0.08;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.02;0.59;1.33;1.92;690.66;47.68;27.58;mdl(hz) > 10mE;
HD85512;0;Unknown system ;9;51;7.052;-43;30;10.023;11.2773009359;7.67;5.451;4.998;4.717;K6 V;4443;70;-0.29;0.7;0.03;0.165;0.001;0.685;0.004;2.19;1.48;4.48;0.02;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.33;0.19;0.39;0.56;142.91;6.37;3.67;-999;One planet, b at 58d, 3Me. More long-period peaks, and also in act ind
HD89449;2;Multiple system;10;19;44.167;19;28;15.286;21.219934006;4.8;4.037;3.944;4.02;F6 V;6500;70;-0.1;1.36;0.05;4.48;0.05;1.67;0.01;-999;-999;3.97;0.06;3100;1500;-999;-999;-999;-999;-999;-999;-999;-999;1.97;1.14;2.02;2.90;1208.4;120.63;69.81;Delta Scuti pulsating variable, mdl(hz) > 10mE;
HD91324;2;Unknown system ;10;31;21.821;-53;42;55.741;22.0616136747;4.89;3.912;3.588;3.582;F9 V;6250;70;-0.16;1.32;0.1;4.43;0.04;1.79;0.01;-999;-999;3.83;0.11;-999;-999;-999;-999;90;5.3e-06;21;-999;-999;-999;1.11;0.64;2.00;2.88;1211.6;66.69;38.45;Overluminous, indication of youth? mdl(hz) > 10mE;
HD94765;3;Unknown system ;10;56;30.799;7;23;18.507;17.3003197099;7.37;5.739;5.348;5.199;K0 V;5070;100;0.14;0.82;0.02;0.352;0.003;0.768;0.005;3.3;1.82;-999;-999;200;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.30;0.18;0.56;0.81;228.67;7.53;4.52;PMS star 200Myr;Only 6 obs. Maybe a linear trend? hard to say, but would still have high scatter, RMS 6.65 m/s
HD98712;3;Multiple system;11;21;26.667;-20;27;13.987;13.7242361776;8.57;6.097;5.464;5.302;K7 V;4013;70;0.09;0.67;0.07;0.124;0.004;0.73;0.01;7.733;0.43;-999;-999;194;20;-999;-999;-999;-999;-999;-999;-999;-999;0.44;0.25;0.34;0.48;117.14;7.72;4.39;PMS star 200Myr;
HD99279;3;Multiple system;11;24;40.386;-61;38;51.320;12.1174960891;7.54;5.147;4.15;4.548;K5 V;4600;400;-0.23;0.78;0.04;0.33;0.1;0.92;0.05;7.217;0.401;-999;-999;45;5;-999;-999;-999;-999;-999;-999;-999;-999;0.31;0.18;0.56;0.80;231.9;7.56;4.39;"PMS star <100Myr and close vis. comp. at 0.2""";
HD99492;2;Multiple system;11;26;46.278;3;0;22.757;18.1614113596;7.58;5.852;5.403;5.256;K2 V;4950;70;0.34;0.81;0.02;0.353;0.003;0.807;0.008;4.3;2.1;4.46;0.04;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.31;0.18;0.56;0.81;230.08;7.73;4.49;-999;One planet, HD99492b at 17d, 22Me. Claimed outer planet killed, was activity (Kane et al 2016). No clear signal (including at the 17d - planet came from HIRES, 38 HARPS obs). Suitable: no, given inner Neptune and known long activity cycle. Also, looks like close binary?
HD100623;3;Multiple system;11;34;29.486;-32;49;52.823;9.55901400682;5.96;4.784;4.138;4.022;K0 V;5450;70;-0.37;0.88;0.06;0.353;0.043;0.73;0.037;7.903;0.439;-999;-999;260;51;-999;-999;300;0.0001;-999;-999;-999;-999;0.20;0.11;0.62;0.89;255.42;5.46;3;PMS star <500Myr;
HD101581;0;Unknown system ;11;41;2.468;-44;24;18.687;12.783342793;7.77;5.792;5.273;5.101;K4.5 V;4623;70;-0.52;0.72;0.02;0.163;0.001;0.629;0.003;3.64;1.91;4.48;0.02;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.34;0.20;0.38;0.55;136.49;6.59;3.87;-999;Only 6 points over 3 years
HD102365;0;Multiple system;11;46;31.073;-40;30;1.286;9.31945604199;4.88;3.931;3.49;3.489;G2 V;5840;70;-0.3;1.0;0.04;0.83;0.005;0.891;0.006;7.10;0.395;4.44;0.05;-999;-999;-999;-999;900;0.0005;0.09;-999;-999;-999;0.14;0.08;0.87;1.25;398.6;4.83;2.76;-999;
HD102438;3;Unknown system ;11;47;15.808;-30;17;11.440;17.7422617126;6.48;5.217;4.935;4.798;G6 V;5670;70;-0.29;0.96;0.02;0.716;0.004;0.877;0.007;1.38;1.18;-999;-999;110;20;-999;-999;-999;-999;-999;-999;-999;-999;0.27;0.16;0.81;1.16;364.42;8.79;5.21;PMS star 110Myr;Nothing in RVs, and the scatter is fairly low (1.5 m/s). Some signals in activity indicators, though, particularly a strong one at ~400d
HD102870;2;Multiple system;11;50;41.719;1;45;53.002;11.0017657834;3.59;2.597;2.363;2.269;F9 V;6130;70;0.13;1.1;0.05;3.6;0.02;1.68;0.01;-999;-999;3.84;0.18;2630;605;-999;-999;50;1E-06;50;-999;-999;-999;0.36;0.21;1.8;2.6;1136.4;18.75;10.94;mdl(hz) > 10mE;
HD103932;0;Unknown system ;11;57;56.206;-27;42;25.367;10.1731469613;6.964;4.992;4.62;4.53;K4 V;4587;70;0.21;0.74;0.02;0.218;0.002;0.739;0.005;-999;-999;4.48;0.02;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.24;0.14;0.44;0.64;168.48;5.08;2.96;-999;
HD104304;3;Multiple system;12;0;44.460;-10;26;46.067;12.7655391717;5.55;4.28;3.91;3.87;G8 IV;5460;70;0.28;0.95;0.03;0.887;0.006;1.05;0.01;-999;-999;-999;-999;-999;-999;-999	-999;-999;-999;-999;-999;-999;-999;-999;0.16;0.09;0.89;1.29;426.44;5.45;3.07;"Close vis. comp. at 1.0""";
HD105671;0;Multiple system;12;9;54.982;-46;12;30.211;19.7809849348;8.438;6.441;5.913;5.763;K4 V;4493;70;0.06;0.72;0.02;0.221;0.001;0.776;0.003;-999;-999;2.02;0.02;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.47;0.27;0.45;0.64;173.18;9.86;5.66;-999;
GJ461;3;Multiple system;12;20;25.533;0;35;0.847;17.4531644332;9.999;6.861;6.22;6.011;K7 V;3717;70;-0.3;0.56;0.05;0.0855;0.005;0.705;0.004;2.5;1.58;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.60;0.25;0.28;0.40;96.76;8.76;3.65;"close vis. comp. at 0.9"" and eruptive variable";
HD109200;0;Unknown system ;12;33;31.382;-68;45;20.913;16.188118892;7.13;5.626;5.231;5.067;K1 V;5110;70;-0.35;0.83;0.02;0.361;0.002;0.766;0.005;0.26;0.51;4.5;0.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.28;0.16;0.57;0.82;232.28;7.12;4.07;-999;RV peaks at 20d, 30d. Strong act ind peaks at 100-400d
GJ1162;3;Unknown system ;12;38;47.271;-4;19;17.063;18.6837311411;13.539;9.329;8.76;8.455;M4.5;3150;70;-999;0.42;0.23;0.00925;8E-05;0.322;0.003;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.24;0.72;0.09;0.13;20.56;8.92;5.18;too faint;
HD110315;0;Multiple system;12;41;6.485;15;22;35.998;14.1084914778;7.91;5.834;5.273;5.075;K4.5 V;4350;100;-0.12;0.71;0.02;0.189;0.002;0.719;0.006;7.21;0.401;3.8;0.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.37;0.21;0.39;0.56;141.9;7.19;4.08;-999;
HD110810;0;Multiple system;12;45;14.413;-57;21;28.807;19.7811023217;7.843;6.135;5.697;5.608;K4 V;4980;70;0.07;0.8;0.02;0.312;0.004;0.751;0.007;2.7;1.6;3.83;0.3;-999;-999;-999;64;-999;-999;-999;-999;-999;-999;0.36;0.21;0.53;0.77;213.99;8.69;5.07;-999;
HD111261B;0;Multiple system;12;48;09.988;-24;48;16.630;18.73;9.33;7.319;6.675;6.491;K7 V;3880;70;-999;0.58;0.05;0.0769;0.0007;0.61;0.01;-999;-999;4.35;0.12;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.56;0.32;0.26;0.38;86.81;8.08;4.62;-999;No data on exoplanet archive. 12 data points, very high scatter of 200m/s - unless it's offsets? But even taking only the first set it's high
HD113538;0;Unknown system ;13;4;57.477;-52;26;34.526;16.3078398309;9.057;6.438;5.835;5.637;K9 V;4076;70;0.0;0.65;0.02;0.1254;0.0007;0.71;0.004;2.4;1.6;4.47;0.03;-999;-999;-999;90;-999;-999;-999;-999;-999;-999;0.57;0.33;0.34;0.49;121.11;9.91;5.74;-999;"2 known planets, HD 113538 b at 663d, 0.36Mj; c at 1818d, 0.93Mj. Some peaks at 200-300d in act ind "
GJ499A;3;Multiple system;13;6;15.397;20;43;45.299;19.6822110209;9.72;6.89;6.27;6.05;-999;3960;70;-999;0.62;0.03;0.123;0.001;0.75;0.01;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.71;0.41;0.34;0.48;121.77;11.98;6.92;Close vis. comp.;
HD114613;0;Unknown system ;13;12;3.184;-37;48;10.880;20.4628282493;4.85;3.692;3.346;3.303;G3 V;5660;70;0.19;1.18;0.2;4.17;0.04;2.12;0.02;-999;-999;3.89;0.12;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.13;0.07;1.94;2.79;1222.9;7.27;3.91;HWO target candidate;
HD114837;2;Multiple system;13;14;15.145;-59;6;11.654;18.2399538894;4.93;3.936;3.565;3.611;F6 V;6270;70;-0.21;1.26;0.05;2.99;0.03;1.46;0.01;-999;-999;3.95;0.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.21;0.70;1.64;2.36;920.32;64.3;37.2;mdl(hz) > 10mE;
HD115404;3;Multiple system;13;16;51.051;17;1;1.841;10.9868860528;6.66;4.901;4.584;4.381;K2 V;4950;70;-0.1;0.8;0.02;0.31;0.002;0.757;0.007;7.01;0.389;-999;-999;1380;0;-999;-999;-999;-999;-999;-999;-999;-999;0.21;0.12;0.53;0.76;211.53;5.05;2.89;Hot Jupiter;
